Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM,PAE_A_to_B,PAE_B_to_A,PAE_Mean_AB,Clean_Sim_ID,Condition_designed,Physical_Chain_State,Condition_reviewed,Sim_Has_Mismatch,Actual_Target_Apo,Physical_State,Condition_clean,Condition_physical,Condition,Macro_State,Binary_State,Binary_C_Helix,Binary_R_Spine,Binary_Spatial
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1496640_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1496640_sample-0,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,B,NA,NA,NA,9.51,2.46,Broken,Intact,Out,Packed,DFGin,BLAminus,NTin,CTin,61.02,63.14,13.69,10.77,128.57,7.34,13.5,13.09,3.07,2.67,1.48,3.55,3.42,4.13,7.05,10.04,4.09,8.72,3.99,3.88,3.23,3.6,0.84,0.86,9.26,9.87,9.56,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 9,Active (BLAminus),Other,Other,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1496640_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1496640_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.73,2.5,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.7,21.96,13.69,10.37,130.5,5.53,13.18,14.18,3.31,1.84,2.33,2.81,3.45,3.8,7.1,10.35,4.15,9.61,3.94,3.7,3.32,3.62,0.84,0.87,8.89,9.69,9.29,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1496640_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1496640_sample-2,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,B,NA,NA,NA,10.97,2.57,Intact,Intact,Out,Packed,DFGin,BLAminus,NTin,CTin,63.7,60.76,14.11,10.47,137.06,6.96,14.07,14.87,3.57,1.77,2.31,3.14,3.4,4.11,7.09,10.11,4.18,9.25,3.98,3.66,3.11,3.62,0.85,0.87,8.92,9.95,9.43,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 9,Active (BLAminus),Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1496640_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1496640_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.68,2.64,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,61.05,21.6,13.98,10.21,141.09,5.37,13.33,14.9,3.32,1.64,2.65,3.13,3.49,3.76,7.19,10.31,4.21,9.57,3.91,3.75,3.05,3.6,0.84,0.87,9.02,9.93,9.47,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1496640_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1496640_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.81,2.49,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.99,24.57,13.46,10.29,130.3,5.21,13.14,14.1,4.13,1.82,2.68,2.69,3.47,4.15,7.12,10.4,4.17,9.48,3.97,3.54,3.14,3.63,0.85,0.87,8.83,10.02,9.43,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1618795_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1618795_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.61,2.54,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.16,22.09,14.02,10.69,133.69,5.47,13.21,13.81,3.1,1.75,2.63,3.47,3.54,4.19,7.07,10.25,4.23,9.57,3.99,3.72,3.27,3.65,0.83,0.86,9.26,10.02,9.64,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1618795_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1618795_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.11,2.6,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.7,22.14,14.13,10.61,139.07,5.42,13.28,13.96,2.78,1.82,2.51,3.16,3.3,4.18,7.12,10.35,4.21,9.54,4,3.56,3.25,3.61,0.83,0.86,9.22,9.99,9.61,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1618795_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1618795_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.76,2.55,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,58.74,20.72,13.44,10.24,133.54,5.49,13.29,14.2,3.32,1.88,2.56,3.01,3.44,4.09,7.15,10.37,4.06,9.58,3.95,3.91,3.26,3.62,0.84,0.86,9.13,9.95,9.54,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1618795_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1618795_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.45,2.56,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.95,22.68,13.77,10.54,135.53,5.33,13.2,14.37,2.9,1.77,2.55,3.22,3.49,4.14,7.11,10.33,4.09,9.51,3.98,4.02,3.19,3.58,0.83,0.87,9.12,9.87,9.49,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1618795_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1618795_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.05,2.54,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.03,22.96,13.74,10.31,135.29,5.49,13.39,14.06,3.07,2.09,2.72,3.2,3.54,4.22,7.2,10.27,4.11,9.45,3.93,3.97,3.25,3.56,0.83,0.86,9.24,10,9.62,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1664734_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1664734_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,11.51,2.56,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.48,21,13.75,10.15,129.25,5.42,13.36,14.01,3.5,1.82,2.82,3.26,3.48,4.11,7.19,10.27,4.11,9.46,3.93,4,3.13,3.61,0.84,0.87,8.89,9.71,9.3,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1664734_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1664734_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.69,2.56,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,58.74,21.54,13.15,10.21,123.15,5.44,13.13,14.4,3.47,1.99,2.9,3.16,3.5,4.15,7.18,10.38,4.04,9.49,4.1,4.02,3.79,3.6,0.84,0.87,9.14,9.95,9.54,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1664734_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1664734_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.67,2.53,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.78,22.11,13.21,9.97,131.66,5.34,13.26,14.13,3.42,1.81,2.64,2.99,3.51,4.08,7.12,10.31,4.1,9.44,3.92,3.99,3.17,3.61,0.83,0.86,9.19,10.03,9.61,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1664734_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1664734_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.75,2.52,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,58.73,19.56,13.72,10.86,121.84,5.6,13.1,14.43,3.5,2.2,2.7,3.13,3.49,4.21,7.12,10.33,4.18,9.59,3.97,3.7,3.2,3.65,0.84,0.87,9.02,9.77,9.39,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1664734_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1664734_sample-4,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,B,NA,NA,NA,10.08,2.51,Broken,Intact,Out,Packed,DFGin,BLAminus,NTin,CTin,61.15,58.21,13.9,10.77,132.34,6.83,14.12,12.1,3.52,1.79,2.06,3.42,3.5,3.94,7.05,10,4.13,9.18,4.02,3.65,3.28,3.63,0.83,0.86,9.44,9.85,9.64,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 9,Active (BLAminus),Other,Other,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1935628_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1935628_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.35,2.61,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.46,22.07,13.93,10.65,127.52,5.43,13.18,14.97,3.84,1.94,2.83,3.24,3.52,4.3,7.04,10.29,4.15,9.53,4,3.62,3.25,3.59,0.83,0.86,9.11,10.05,9.58,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1935628_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1935628_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.72,2.56,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.59,18.71,13.71,10.58,126.62,5.59,13.13,13.28,3.38,1.84,2.67,3.22,3.51,4.12,7.08,10.19,3.97,9.54,4.01,3.92,3.31,3.58,0.84,0.87,9.05,9.83,9.44,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1935628_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1935628_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.24,2.58,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,59.44,17.23,13.51,10.51,129.29,5.7,12.83,15.49,3.18,1.64,2.41,3.18,3.52,3.99,7.11,10.29,4.09,9.54,4.1,3.78,4.01,3.63,0.84,0.87,9.12,9.85,9.48,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1935628_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1935628_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.95,2.6,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,59.69,19.44,13.83,10.61,129.75,5.57,13.07,14.81,3.16,1.9,2.74,3.14,3.5,4.26,7.04,10.28,4.06,9.53,4,3.6,3.24,3.62,0.84,0.87,8.91,9.73,9.32,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-195758_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-195758_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.23,2.63,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.25,23.19,13.63,9.82,136.09,5.35,13.12,15.02,3.65,1.91,2.95,2.44,3.47,4.3,7.11,10.29,4.13,9.53,3.93,3.85,3.09,3.58,0.85,0.87,8.87,9.7,9.29,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-195758_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-195758_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.87,2.58,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.74,22.7,14.32,10.79,131.28,5.23,13.24,14.42,3.59,1.82,2.83,3.15,3.5,4.13,7.11,10.31,4.11,9.44,3.93,4,3.2,3.59,0.85,0.87,8.9,9.75,9.32,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-195758_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-195758_sample-2,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,B,NA,NA,NA,10.03,2.61,Intact,Intact,Out,Packed,DFGin,BLAminus,NTin,CTin,61.54,64.14,14.34,10.51,134.65,6.65,13.66,12.67,3.51,1.83,2.76,3.06,3.5,4.52,7.03,9.92,4.07,9.16,3.9,3.94,3.32,3.63,0.84,0.87,9.12,10.03,9.57,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 9,Active (BLAminus),Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-195758_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-195758_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.03,2.58,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.72,23.85,13.84,10.43,132.06,5.36,13.12,14.26,3.75,2.08,2.87,3.16,3.45,4.32,7.13,10.34,4.07,9.49,3.96,4.07,3.16,3.59,0.84,0.87,8.92,9.8,9.36,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-195758_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-195758_sample-4,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,B,NA,NA,NA,10.31,2.59,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,63.55,63.64,14.7,10.86,133.31,6.39,14.48,4.27,4.09,3,1.92,3.54,3.46,4.26,7.1,9.85,4.11,8.45,4.35,3.46,4.17,3.67,0.84,0.87,9.35,9.73,9.54,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1992167_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1992167_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,10.66,2.54,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.69,23.47,14.14,10.51,138.94,5.28,13.08,14.17,3.09,1.76,2.28,3.33,3.28,4.1,7.08,10.17,4.04,9.48,3.87,4.02,3.15,3.62,0.84,0.87,9.16,9.85,9.5,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1992167_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1992167_sample-2,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,B,NA,NA,NA,9.56,2.53,Broken,Intact,Out,Packed,DFGin,BLAminus,NTin,CTin,64.73,60.43,13.93,10.45,138.82,6.64,13.89,14.97,2.78,1.34,1.91,3.69,3.53,3.76,7.11,10.2,4.05,9.43,3.9,3.99,3.27,3.64,0.84,0.87,9.19,9.92,9.55,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 9,Active (BLAminus),Other,Other,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1992167_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1992167_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.8,2.58,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,60.22,21.02,13.48,10.5,129.57,5.46,13.37,15.36,3.24,1.62,2.1,3.32,3.46,3.64,7.11,10.35,4.13,9.59,3.95,3.74,3.11,3.62,0.83,0.86,9.36,10.05,9.71,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1992167_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1992167_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,B,NA,NA,NA,9.76,2.55,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,58.65,20.38,13.01,9.91,129.9,5.27,13.1,13.2,3.24,1.67,2.5,3.08,3.43,4.06,7.12,10.32,4.05,9.59,4.03,3.99,3.25,3.64,0.84,0.86,9.33,9.97,9.65,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-216712_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-216712_sample-0,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,B,NA,NA,NA,9.77,2.5,Broken,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,64.85,60.24,12.83,10.19,121.24,5.86,13.73,2.76,3.86,2.08,1.65,2.38,3.51,4.18,7.21,9.92,4.25,8.33,4.52,3.39,4.12,3.68,0.83,0.86,9.61,9.93,9.77,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",TRUE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 3,Active (BLAminus),In,Other,DFGin
