Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM,PAE_A_to_B,PAE_B_to_A,PAE_Mean_AB,Clean_Sim_ID,Condition_designed,Physical_Chain_State,Condition_reviewed,Sim_Has_Mismatch,Actual_Target_Apo,Physical_State,Condition_clean,Condition_physical,Condition,Macro_State,Binary_State,Binary_C_Helix,Binary_R_Spine,Binary_Spatial
a-csk-wtcat-apo_b-src-wtcat-apo_seed-4012_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-4012_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,9.56,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.27,59.45,16.05,NA,NA,6.92,15.09,2.78,NA,NA,NA,NA,3.22,7.65,7.27,10.06,4.06,8.4,3.73,3.48,3.14,3.44,0.81,0.85,10.41,10.65,10.53,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-4012_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-4012_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.59,9.83,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.6,59.16,16.15,NA,NA,6.86,15.19,2.83,NA,NA,NA,NA,3.2,7.7,7.24,10.05,4.1,8.53,3.72,3.36,3.25,3.44,0.81,0.84,10.51,10.68,10.59,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-4012_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-4012_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,9.97,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.57,59.24,15.77,NA,NA,6.87,15.01,2.74,NA,NA,NA,NA,3.55,7.72,7.26,9.94,3.98,8.36,3.7,3.88,3.18,3.42,0.81,0.84,10.54,10.72,10.63,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-464356_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-464356_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,9.61,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.72,56.44,16.2,NA,NA,6.91,15.31,2.86,NA,NA,NA,NA,3.03,7.68,7.26,10.05,4.06,8.44,3.76,3.43,3.2,3.44,0.83,0.85,10.06,10.2,10.13,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-464356_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-464356_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,9.36,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.99,55.3,15.92,NA,NA,6.86,15.07,2.95,NA,NA,NA,NA,3.1,7.64,7.29,10.05,3.96,8.5,3.69,3.9,3.08,3.42,0.82,0.85,10.41,10.5,10.46,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-464356_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-464356_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.51,9.61,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.03,55.38,14.84,NA,NA,6.88,15.1,2.73,NA,NA,NA,NA,3.12,7.67,7.24,9.98,4.08,8.46,3.77,3.45,2.95,3.45,0.82,0.85,10.21,10.51,10.36,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-464356_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-464356_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.53,10.07,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.61,56.02,15.77,NA,NA,6.91,14.99,2.78,NA,NA,NA,NA,3.37,7.71,7.28,10,4.09,8.49,3.85,3.4,3.18,3.45,0.82,0.85,10.35,10.67,10.51,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-464356_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-464356_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,9.46,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.11,55.03,15.91,NA,NA,6.9,15.3,2.75,NA,NA,NA,NA,3.28,7.68,7.22,10.08,4.06,8.54,3.63,3.39,3.21,3.47,0.82,0.85,10.26,10.38,10.32,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-493196_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-493196_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.51,9.39,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.55,58.65,16.23,NA,NA,6.78,14.98,2.67,NA,NA,NA,NA,3.05,7.66,7.3,10,4.05,8.51,3.75,3.44,3.05,3.35,0.82,0.84,10.58,10.63,10.61,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-493196_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-493196_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,9.08,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.56,57.63,16.1,NA,NA,6.81,15.17,2.83,NA,NA,NA,NA,3.17,7.7,7.24,9.95,4.08,8.46,3.72,3.42,3.21,3.44,0.81,0.84,10.42,10.81,10.62,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-493196_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-493196_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.49,9.49,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.28,59.95,16.16,NA,NA,6.8,15.28,2.86,NA,NA,NA,NA,3.33,7.71,7.27,9.93,4.05,8.52,3.78,3.44,3.09,3.43,0.82,0.85,10.27,10.41,10.34,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-493196_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-493196_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,10.87,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.06,58.34,15.7,NA,NA,6.78,14.97,2.81,NA,NA,NA,NA,3.17,7.7,7.28,10.01,4.12,8.44,3.79,3.45,3.14,3.45,0.81,0.84,10.46,10.75,10.61,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-493196_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-493196_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,9.8,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.56,59.77,15.66,NA,NA,6.87,15.18,2.94,NA,NA,NA,NA,3.19,7.69,7.3,10,4.01,8.56,3.74,3.91,3.09,3.45,0.82,0.85,10.38,10.53,10.46,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-598626_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-598626_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.61,9.26,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.74,63.95,15.94,NA,NA,6.84,15.15,2.75,NA,NA,NA,NA,3.17,7.71,7.29,9.94,3.99,8.5,3.7,3.84,3.27,3.44,0.81,0.84,10.79,11.03,10.91,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-598626_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-598626_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.53,9.59,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.1,53.36,15.04,NA,NA,6.93,15.07,3.03,NA,NA,NA,NA,3.15,7.65,7.28,10.03,4.05,8.57,3.77,3.42,2.97,3.48,0.82,0.85,10.43,10.53,10.48,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-598626_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-598626_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.49,9.86,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.93,60.85,16.45,NA,NA,6.88,15.17,2.76,NA,NA,NA,NA,3.26,7.65,7.31,10.05,4.12,8.6,3.79,3.41,3.15,3.43,0.81,0.85,10.44,10.59,10.52,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-598626_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-598626_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,9.15,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.68,58.22,15.09,NA,NA,6.81,15.04,2.87,NA,NA,NA,NA,3.1,7.68,7.27,9.97,4.09,8.56,3.76,3.33,3.08,3.42,0.81,0.84,10.83,10.97,10.9,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-598626_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-598626_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,9.87,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,61.31,55.32,15.52,NA,NA,6.9,15.01,2.74,NA,NA,NA,NA,3.22,7.71,7.26,10.06,4.1,8.47,3.79,3.43,3.2,3.44,0.81,0.84,10.54,10.74,10.64,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641110_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641110_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.59,10.41,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.78,58.33,16.03,NA,NA,6.86,15.16,2.97,NA,NA,NA,NA,3.23,7.68,7.3,10.01,4.07,8.59,3.78,3.48,3.08,3.41,0.81,0.84,10.69,10.85,10.77,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641110_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641110_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.58,9.43,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.53,56.48,16.01,NA,NA,6.77,15.07,2.92,NA,NA,NA,NA,3.27,7.72,7.22,9.99,4.09,8.56,3.74,3.37,3.86,3.39,0.81,0.85,10.49,10.78,10.63,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641110_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641110_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.57,11.78,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.75,56.43,16.42,NA,NA,6.83,15.15,2.82,NA,NA,NA,NA,3.46,7.68,7.25,10.01,4.09,8.59,3.71,3.36,3.24,3.37,0.81,0.84,10.65,10.92,10.79,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641110_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641110_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.58,9.94,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,62.28,56.7,15.89,NA,NA,6.91,15.18,2.71,NA,NA,NA,NA,3.2,7.7,7.26,10,4.09,8.61,3.8,3.43,3.15,3.37,0.81,0.84,10.66,10.85,10.75,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641110_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641110_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,9.49,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.42,59.53,16.06,NA,NA,6.8,15.2,3.11,NA,NA,NA,NA,3.08,7.66,7.27,9.97,4.09,8.57,3.75,3.47,3.18,3.37,0.81,0.84,10.62,10.76,10.69,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641138_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641138_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.57,9.65,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.58,57.19,16.11,NA,NA,6.9,15.44,2.88,NA,NA,NA,NA,3.17,7.73,7.22,9.94,4.08,8.51,3.75,3.4,3.25,3.44,0.82,0.85,10.36,10.45,10.4,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641138_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641138_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.58,11.07,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.85,56.11,16.17,NA,NA,6.86,15.14,2.8,NA,NA,NA,NA,3.23,7.73,7.26,10,4.07,8.67,3.76,3.52,3.2,3.37,0.81,0.84,10.43,10.73,10.58,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641138_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641138_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.51,9.49,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.04,56.72,16.72,NA,NA,6.94,15.42,2.79,NA,NA,NA,NA,3.14,7.7,7.29,10.04,3.96,8.47,3.84,3.86,3.91,3.41,0.82,0.85,10.15,10.35,10.25,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641138_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641138_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.49,11.3,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.04,58.64,16.18,NA,NA,6.82,15.17,2.93,NA,NA,NA,NA,3.13,7.69,7.3,9.97,3.96,8.73,3.74,3.9,3.21,3.38,0.82,0.85,10.28,10.42,10.35,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 2,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-apo_seed-641138_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-apo/seed-641138_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.56,9.73,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.57,56.19,15.5,NA,NA,6.85,15.12,2.84,NA,NA,NA,NA,3.26,7.7,7.2,10.07,4.06,8.63,3.73,3.35,3.32,3.46,0.81,0.84,10.54,10.69,10.61,a-csk-wtcat-apo_b-src-wtcat-apo,"csk-wtcat-apo
src-wtcat-apo",apo,"csk-wtcat-apo
src-wtcat-apo",FALSE,TRUE,Apo,"csk-wtcat-apo
src-wtcat-apo","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-holo_seed-1110358_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-holo/seed-1110358_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.64,9.68,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.03,55.25,16.45,NA,NA,6.9,15.3,2.76,NA,NA,NA,NA,3.15,7.77,7.3,10.03,4.1,8.62,3.84,3.45,3.69,3.42,0.84,0.86,9.17,10.1,9.63,a-csk-wtcat-apo_b-src-wtcat-holo,"csk-wtcat-holo
src-wtcat-apo",apo,"csk-wtcat-holo
src-wtcat-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
