Metric,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
D220_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,6013,5.85e-14,1.12e-13,****
D220_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,3075.5,1.73e-12,3.03e-12,****
D220_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,3322.5,0.1,0.14,ns
D220_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1556.5,0.459,0.507,ns
D220_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,9998.5,0.775,0.814,ns
D220_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,4359,1.85e-33,3.89e-32,****
D220_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,1706,2.16e-31,2.27e-30,****
D220_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2089,9.77e-25,4.1e-24,****
D220_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,892.5,7.76e-24,2.72e-23,****
D220_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,6126.5,3.07e-4,4.96e-4,***
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,3581.5,5.28e-4,6.93e-4,***
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,2630.5,1.97e-6,3.18e-6,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,10754,0.171,0.211,ns
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,8253.5,1.87e-15,7.85e-15,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,5751.5,2.75e-5,4.12e-5,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,7962,4.57e-13,1.37e-12,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,2882,1.52e-9,3.19e-9,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,13234.5,8.16e-7,1.43e-6,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,8812,1.23e-20,9.1e-20,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,8043.5,0.674,0.742,ns
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,8575.5,2.4e-18,1.26e-17,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,1884,5.29e-5,7.41e-5,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,1812.5,0.567,0.661,ns
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,929,7.46e-10,1.74e-9,****
D2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1760,0.761,0.761,ns
D2_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,14947,1.46e-13,5.11e-13,****
D2_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,10446,4.39e-9,8.38e-9,****
D2_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,14454,2.35e-11,6.17e-11,****
D2_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2363,1.53e-22,3.2100000000000004e-21,****
D2_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,4845.5,0.707,0.742,ns
D2_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,13957,1.3e-20,9.1e-20,****
DFG_ATP_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2343,0.001,0.002,**
DFG_ATP_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1501.5,0.311,0.311,ns
DFG_ATP_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2827.5,1.11e-7,3.33e-7,****
DFG_Mg_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,1968.5,0.171,0.308,ns
DFG_Mg_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1721.5,0.914,0.914,ns
DFG_Mg_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,4480.5,0.205,0.308,ns
HRD_ATP_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2515,3.12e-5,4.68e-5,****
HRD_ATP_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1779,0.688,0.688,ns
HRD_ATP_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2943,5.04e-7,1.51e-6,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,4007,0.015,0.021,*
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,2133.5,0.026,0.035,*
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,13828,6.76e-9,2.03e-8,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,8625,7.12e-19,4.98e-18,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,9580,0.034,0.043,*
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,7392,4.5e-9,1.58e-8,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,2455.5,1.08e-4,1.62e-4,***
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,15510,2.13e-16,8.95e-16,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,9099,1.1399999999999999e-23,2.39e-22,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,11490.5,1.38e-7,2.96e-7,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,8379.5,1.26e-16,6.62e-16,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,3791,0.199,0.22,ns
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2496,4.55e-5,7.35e-5,****
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,2491.5,0.281,0.295,ns
I150_HRD_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,2015.5,0.106,0.124,ns
I150_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,13784,9.8e-9,2.57e-8,****
I150_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,11315,5.53e-7,9.68e-7,****
I150_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,9933.5,0.848,0.848,ns
I150_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2815.5,1.45e-19,1.52e-18,****
I150_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2852.5,1.41e-7,2.96e-7,****
I150_HRD_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,11388.5,3.34e-7,6.38e-7,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,1577.5,5.54e-17,1.66e-16,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,33,373.5,2.7e-11,6.3e-11,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,7096.5,9.98e-5,1.5e-4,***
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,3374.5,6.87e-5,1.11e-4,***
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,1710.5,1.9400000000000003e-27,2.04e-26,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,764,3.69e-25,1.94e-24,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,33,1502,0.441,0.487,ns
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,15136,1.65e-14,4.33e-14,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,7505.5,8.63e-10,1.81e-9,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,6230.5,6.47e-4,8.49e-4,***
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,3445.5,1.41e-4,1.97e-4,***
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",33,196,5271,6.71e-9,1.28e-8,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",33,100,2633,2.87e-7,5.02e-7,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",33,166,2350,0.198,0.231,ns
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",33,100,1299.5,0.068,0.083,ns
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,9327.5,0.497,0.497,ns
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,4991.5,5.18e-30,1.09e-28,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,2291.5,3.59e-27,2.51e-26,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2819.5,1.72e-19,7.22e-19,****
